timestamp,vehicleCount,congestionLevel,averageSpeed,hour,dayOfWeek,isWeekend
2025-04-23T13:07:06.0461737,101,2,48.313260075818135,13,3,False
2025-04-23T13:07:16.0519956,148,2,43.23661944811066,13,3,False
2025-04-23T13:07:26.0597956,16,0,75.19111913234725,13,3,False
2025-04-23T13:07:36.0682466,124,2,50.24707087072375,13,3,False
2025-04-23T13:07:46.0877181,195,3,30.62416704008302,13,3,False
2025-04-23T13:07:56.1026263,92,1,62.70401758098929,13,3,False
2025-04-23T13:08:06.1116457,208,4,21.19048766596229,13,3,False
2025-04-23T13:08:16.1210385,122,2,49.11811668025789,13,3,False
2025-04-23T13:08:26.1319983,120,2,49.87593668707033,13,3,False
2025-04-23T13:08:36.1386723,1,0,62.06490269322112,13,3,False
2025-04-23T13:08:46.147076,89,1,58.50927707808045,13,3,False
2025-04-23T13:08:56.1615514,194,3,35.75793971890018,13,3,False
2025-04-23T13:09:06.1765647,89,1,59.28808474598081,13,3,False
2025-04-23T13:09:16.18096,177,3,36.39971629510807,13,3,False
2025-04-23T13:09:26.1929928,90,1,60.88441799072028,13,3,False
2025-04-23T13:09:36.1986248,198,3,31.51296387390161,13,3,False
2025-04-23T13:09:46.2100739,107,2,49.5532946102884,13,3,False
2025-04-23T13:09:56.215246,156,3,37.097906829818456,13,3,False
2025-04-23T13:10:06.223325,69,1,61.890154529291614,13,3,False
2025-04-23T13:10:16.2275291,165,3,36.95997682349553,13,3,False
2025-04-23T13:10:26.2395135,41,0,70.553461071349,13,3,False
2025-04-23T13:10:36.2486577,114,2,42.42501273208381,13,3,False
2025-04-23T13:10:46.2587625,221,4,20.60107965632927,13,3,False
2025-04-23T13:10:56.2721876,147,2,49.10795534882309,13,3,False
2025-04-23T13:11:06.2776353,48,0,74.59309714564893,13,3,False
2025-04-23T13:11:16.2815118,170,3,30.092625693915625,13,3,False
2025-04-23T13:11:26.2926886,52,1,56.87711214961735,13,3,False
2025-04-23T13:11:36.3093545,144,2,45.274889579268105,13,3,False
2025-04-23T13:11:46.3243265,18,0,74.1647477157716,13,3,False
2025-04-23T13:11:56.3370668,137,2,50.3350829399074,13,3,False
2025-04-23T13:12:06.3548475,64,1,58.25782920687592,13,3,False
2025-04-23T13:12:16.3609635,187,3,37.75537419024168,13,3,False
2025-04-23T13:12:26.3731384,83,1,56.156849384992825,13,3,False
2025-04-23T13:12:36.3876499,156,3,36.511719948011645,13,3,False
2025-04-23T13:12:46.5736892,59,1,64.73349690125661,13,3,False
2025-04-23T13:12:56.5954866,176,3,30.385441798516133,13,3,False
2025-04-23T13:13:06.6027186,68,1,62.82931891743629,13,3,False
2025-04-23T13:13:16.6215496,201,4,20.193394005895744,13,3,False
2025-04-23T13:13:26.6256562,77,1,57.894069391531794,13,3,False
2025-04-23T13:13:36.6340784,189,3,34.36734864257305,13,3,False
2025-04-23T13:13:46.639437,80,1,64.03070583723976,13,3,False
2025-04-23T13:13:56.6444411,191,3,35.34614700285335,13,3,False
2025-04-23T13:14:06.6510444,57,1,61.11789454301807,13,3,False
2025-04-23T13:14:16.6679488,174,3,36.95637579528352,13,3,False
2025-04-23T13:14:26.6783623,70,1,56.53865081323895,13,3,False
2025-04-23T13:14:36.7101438,161,3,32.44709441079279,13,3,False
2025-04-23T13:14:46.7182547,45,0,72.26325760992076,13,3,False
2025-04-23T13:14:56.7335284,142,2,51.67187592403592,13,3,False
2025-04-23T13:15:06.7532102,50,1,61.381970459954616,13,3,False
2025-04-23T13:15:16.7600354,136,2,45.79089025934169,13,3,False
